Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Australia,AUS,49.8647766061886,49.8877757463963,50.0061571230646,50.0062454619813,49.9864300388095,49.951038154134,49.9081260191632,49.8685391530531,49.8396902193008,49.8235419245851,49.8172291275631,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Austria,AUT,47.8339332419639,48.5347632179145,48.7013075454652,48.7356576053708,48.7753401090964,48.8197261256954,48.8663567887615,48.9121728523277,48.9551443580653,48.9946206061569,49.031138489689,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Azerbaijan,AZE,48.8963335564524,48.8930278847921,49.4945325249439,49.5445041857345,49.5946433067739,49.6433967359452,49.6890506644919,49.7295390231291,49.7635350747295,49.7906919402002,49.8118663884024,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,"Bahamas, The",BHS,49.6077398716523,48.7084028507454,48.8727821989765,48.8839557905706,48.8981580498025,48.9127454722367,48.9255834667628,48.9373894476832,48.9478799911074,48.9571405202028,48.9644828231628,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Bahrain,BHR,57.7036228976325,57.3605573193301,62.2423491646653,62.3800636007434,62.2956706228042,62.0417869673761,61.7510644913362,61.6064172883664,61.7235165738728,62.1296502249201,62.7290749769359,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Bangladesh,BGD,51.1080657342594,51.0290767267992,50.6301301442116,50.5695186086234,50.5278635920095,50.5018694600705,50.4865765838434,50.4745799482013,50.460623393092,50.4437665701478,50.4256377011002,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Barbados,BRB,48.1305378136414,48.041032330749,47.9909792472412,47.983674812568,47.974326260344,47.9597852181201,47.9471741123417,47.9297458102629,47.9131481168722,47.8948605755229,47.8771100276845,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Belarus,BLR,46.897301398631,46.937831488117,46.5039656411596,46.4840014905411,46.4773659430847,46.4832401261438,46.4969529708337,46.5121942939295,46.5240102203584,46.5308840078092,46.5337528085711,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Belgium,BEL,48.9266774895831,48.967102461903,49.1056359744452,49.1095268328559,49.1076746112509,49.1018719358314,49.1009062721299,49.1163687834027,49.1554563896608,49.2219310225335,49.3107171602077,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Belize,BLZ,50.4238779231581,50.3481460515143,50.0632316636139,50.020211065714,49.9799507882986,49.9444619341503,49.9124027787059,49.8810055246419,49.8503981496686,49.8195959166544,49.7880892267125,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Benin,BEN,48.680232094517,49.2700932981413,49.6412236552357,49.6652663357268,49.6954909319527,49.729976688635,49.7660839055292,49.800582596096,49.8312304828629,49.8577256616697,49.8810767260697,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Bhutan,BTN,51.3854870050104,51.0473327066718,52.9433583033805,52.9947982876265,53.0476598169662,53.0930470687139,53.1291832252667,53.1467576791809,53.1432446814591,53.1171929156017,53.073811342809,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Bolivia,BOL,50.1300785284302,50.1403438087564,50.1198566004133,50.114435579524,50.1081328225881,50.1011279904639,50.0935889614351,50.0857589573044,50.0779368901871,50.0701927345078,50.0623801530132,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Bosnia and Herzegovina,BIH,49.5245576152109,49.1037662340076,49.1183786312949,49.1125123586812,49.1050366155886,49.0964724805459,49.0882935302599,49.0828083277762,49.081422133483,49.084967245922,49.0932887370028,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Botswana,BWA,49.1882680972307,49.2961120249675,49.4345622617914,49.4419970777184,49.4409497030228,49.4331858044932,49.4225305859354,49.4150051232012,49.41347413877,49.4189105595097,49.4298250398728,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Brazil,BRA,49.5913764719708,49.4177836482067,49.2717400599718,49.2549556490326,49.2385941600253,49.2226087663322,49.2069137409193,49.1913739945413,49.175893574057,49.1604647294528,49.1451394138758,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Brunei Darussalam,BRN,52.7337998832981,50.6394675404956,51.563041501312,51.6295859845571,51.6540441213795,51.6391863731766,51.5993709978754,51.554264450846,51.5152821485537,51.4883209867791,51.4660396635457,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Bulgaria,BGR,49.2842508725462,48.7343484652862,48.6868281529409,48.6879967609293,48.6822367209224,48.6703315854111,48.6546918571093,48.6389981477797,48.6262976858447,48.6173080032257,48.6112014874,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Burkina Faso,BFA,48.8670284176668,49.1185912139016,49.5356083158566,49.5835589791128,49.6299722738037,49.6747702204191,49.7177750882387,49.7589584608142,49.7982619696646,49.8355986098362,49.8710154297463,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Burundi,BDI,48.8147364378017,49.0680559300802,49.1116185893472,49.1046016533028,49.1072424748966,49.1179117100525,49.1343243346563,49.1534546170658,49.1728670305425,49.1923651609991,49.2122506107651,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Cabo Verde,CPV,47.4566306608285,48.239071625414,49.5733117088257,49.682412352378,49.7496398119937,49.7806339144832,49.7877412904714,49.7888644268377,49.7952742311994,49.8106787209555,49.8301567024045,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Cambodia,KHM,48.2940688751346,48.600230506705,48.6805626970384,48.7139604784098,48.7365083566471,48.7506895911395,48.759120122785,48.7659480114684,48.7740521649381,48.7835364362379,48.7934895362951,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Cameroon,CMR,49.6628957597805,49.8460937751649,49.9909456008923,50.0011466912549,50.008649909461,50.0140045878128,50.0184039178573,50.0233746481044,50.0298254454909,50.0379961870703,50.0473273673578,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Canada,CAN,49.5888245112598,49.5353118637809,49.6099789051969,49.6135611724753,49.6131503825501,49.6095996216008,49.6050560047289,49.6023491264151,49.6034181753809,49.6088461842849,49.6178182731637,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Central African Republic,CAF,49.1116849259757,49.2082658119806,49.3312568456884,49.3339246909254,49.3339692972413,49.3317435774896,49.3283489545206,49.3250862826528,49.3230135788828,49.3225334510943,49.3234509944654,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Chad,TCD,49.643402732312,49.8105496230531,49.9975440721683,50.0119035521209,50.0226550405512,50.0304562135359,50.0362886364336,50.0411697318274,50.0461618166185,50.0512608678956,50.056255026006,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Channel Islands,CHI,48.6220206572503,48.8084991931146,49.4552745063425,49.5093493082013,49.5442395997533,49.563406728928,49.5699037447664,49.5738610216291,49.5801501077869,49.5879321242768,49.5995596365792,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Chile,CHL,49.3308556867261,49.4409102419583,49.4862754856844,49.4917806382037,49.4974337389293,49.5032711342657,49.5093621467399,49.515740361461,49.5224285655495,49.5295051150605,49.536935545172,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,China,CHN,51.3105899971364,51.356104194367,51.4605449682777,51.4711976735381,51.4822835476296,51.4934288921068,51.5040407607324,51.5133400675563,51.5207766187472,51.5261808976784,51.5297085758495,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Colombia,COL,49.664386506295,49.4528902341696,49.3225222369553,49.3071295533344,49.2919280345428,49.2768433587041,49.2617522643218,49.2465408421556,49.2311280021126,49.2154900809464,49.1996757321604,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Comoros,COM,50.1426148815106,50.3086522186453,50.3948750168956,50.4029311464761,50.4102873285044,50.4167921509901,50.4235985240808,50.4289644147187,50.4336696958588,50.4368384734597,50.4395443727877,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,"Congo, Dem. Rep.",COD,49.344533506455,49.5886557996482,49.7642191516645,49.7826884545501,49.8008209630789,49.8184786951563,49.8353967521102,49.8512354180739,49.8658293416315,49.8791076456076,49.8911814578604,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,"Congo, Rep.",COG,49.8717245296054,49.9291479306267,50.0092037412091,50.01461235097,50.0183038167668,50.0203739482812,50.0215515699182,50.0221099866108,50.0224795842138,50.022737794311,50.0227819530435,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Costa Rica,CRI,50.4028596982356,50.1954173846322,50.1026007793649,50.0922715838283,50.0811220756818,50.0691644954731,50.056837473722,50.0449283133291,50.0337261428878,50.0233876038288,50.0138306665729,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Cote d'Ivoire,CIV,51.9205510706727,51.5980015294943,51.0708676078148,51.021016666951,50.9682385740536,50.91391814863,50.8592181653475,50.8056861562781,50.7541842761858,50.7048786409375,50.6574116618708,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Croatia,HRV,48.4847907511353,48.1416182614876,48.1651451171471,48.1659951327946,48.16741727922,48.1691254748604,48.1718406657628,48.1761394797694,48.1828435883356,48.1921036573281,48.2037087340912,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Cuba,CUB,50.3830011539316,50.1699350625475,50.1159771795219,50.1011024918791,50.0872197810782,50.0738876093027,50.0612811193253,50.0496033003481,50.038930556159,50.0294920372371,50.0213110784433,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Curacao,CUW,47.9840469048268,46.9523549984103,46.0435903314783,45.8934317943159,45.7969744059715,45.7495832924796,45.7332661915091,45.7356069947673,45.7511376078275,45.7795039434799,45.8218354647215,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Cyprus,CYP,50.6938927782713,50.4008319834451,50.0338315634371,49.9346132655528,49.9054975027515,49.9308405385452,49.9886353304846,50.0452565652393,50.0778219836122,50.0794784844051,50.0598535368693,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Czech Republic,CZE,48.5434723537085,48.6468601703839,49.022103220197,49.0818727853318,49.1177215016206,49.133700798677,49.1362484734978,49.1350213916499,49.1372874764093,49.1445440794651,49.1547095614054,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Denmark,DNK,49.3241643790639,49.481370450641,49.5978063281945,49.6194045958765,49.6430420835445,49.6678733575242,49.6919019705503,49.7122134493425,49.7268354165586,49.7351566484304,49.7375884508571,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Djibouti,DJI,50.2985299622455,50.2746046765713,50.2389342778377,50.2333903934564,50.2277273000226,50.22140564783,50.2143438646578,50.2074165674531,50.1999107194845,50.1926048237162,50.1835957174235,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Dominican Republic,DOM,50.3143946681114,50.1162377327324,49.934826381822,49.9164778738603,49.8983953486053,49.8804869150085,49.8628285505696,49.8453802279852,49.8281077683321,49.8110629877375,49.7941627385379,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Ecuador,ECU,50.2458630946993,50.133878698788,50.0420079150359,50.0331242317381,50.0246090391274,50.0164043750102,50.0084378605366,50.000682256704,49.9930718826399,49.9856027468909,49.978297553771,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,"Egypt, Arab Rep.",EGY,50.2026293568821,50.302213040875,50.4757101225124,50.4900490387296,50.5051592792024,50.5202118677749,50.5341774179303,50.5458131456443,50.5543443284715,50.5596534394736,50.5621720114847,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,El Salvador,SLV,48.8088074830266,48.1872326327269,47.4157256136845,47.3433100402198,47.2754231773041,47.2122295798075,47.1536880318642,47.0995052368286,47.0492020646722,47.0031774451828,46.961206163275,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Equatorial Guinea,GNQ,49.5568732092781,51.774392298514,54.0644057057876,54.3032187925165,54.5197805458194,54.7148973946433,54.887804986076,55.0377582849974,55.1654783984754,55.2716957498803,55.3570583390918,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Eritrea,ERI,50.0063276664851,49.9965810010947,50.0396721732881,50.0474510680077,50.0553892499936,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Estonia,EST,46.7633460108111,46.6409741614497,46.5340997987018,46.5696721649902,46.6057683983906,46.6444264980037,46.6860527586212,46.7277377699768,46.7706963271574,46.8131000700217,46.854531432542,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Eswatini,SWZ,47.1062578943458,48.1237376021223,48.4879848493575,48.4941925089143,48.4947635432922,48.4896118754386,48.4803702197708,48.4684580341286,48.4551339106332,48.4420347584465,48.4281633112794,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Ethiopia,ETH,49.8707465183745,49.8617212530588,49.9014367851887,49.9051556876098,49.90903836467,49.9129842443945,49.9168996859109,49.9206921376098,49.9242723463263,49.9276155432643,49.9307404942846,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Fiji,FJI,50.7916945158497,50.7899135631413,51.0517401454748,51.0401719161723,51.0159880150435,50.9807176094185,50.937292191221,50.8916748042741,50.8469484746857,50.8043250412232,50.7639417294956,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Finland,FIN,48.5294282477553,48.8165178057704,49.0500297512036,49.0763511911773,49.10244318263,49.1285203819413,49.155090380654,49.1831443247231,49.2129833665574,49.2449116693751,49.2784756475234,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,France,FRA,49.1024034636289,49.0264309926197,49.0732190985881,49.0796597247616,49.088234298613,49.0986485203932,49.1106307878093,49.1237687087821,49.1376548956153,49.1522131354319,49.1673164608655,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,French Polynesia,PYF,51.9617876137423,51.4808586324765,51.1815559789444,51.1519102667503,51.1200874576146,51.0875806024203,51.0529317568605,51.0187413562164,50.9838450624086,50.9514496581062,50.9196210560536,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Gabon,GAB,48.9789060022222,49.6030418028579,50.8656644554494,51.0257509238129,51.1530873916384,51.2509271028229,51.3210178107527,51.3651579635947,51.3870741454933,51.386386515317,51.3657648475727,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,"Gambia, The",GMB,50.345817522221,49.676666228303,49.533928982036,49.5247162332823,49.5178281336877,49.5127410907808,49.5087211475525,49.5055663865441,49.5027771260285,49.5002469944916,49.4979222316218,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Georgia,GEO,47.5405581943134,47.4051011286828,47.4376989562443,47.5019684983548,47.5601204530727,47.6138390857428,47.6607746288105,47.698976593759,47.7269615694428,47.7424732549685,47.7451445769489,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Germany,DEU,48.2432231348061,48.6949750596264,48.9900502699825,49.0222461523422,49.0549445362751,49.08792037838,49.1207153373863,49.1527789631702,49.1837235757629,49.2135218078403,49.242206207268,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Ghana,GHA,50.8163443044233,50.5048035100512,49.5352982211006,49.5014522015725,49.5120967912074,49.5593176525377,49.6277344973194,49.6975399824616,49.7553513382606,49.7980605832077,49.8296797457607,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Greece,GRC,49.5867797625611,49.7157679649913,49.3260037372097,49.2931721020021,49.2703278932787,49.2568235211504,49.2496974729051,49.2445672268367,49.238197532975,49.2297237545842,49.2201501875889,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Grenada,GRD,49.3457264513449,49.4430339887032,49.914185723189,49.9598761893844,50.0047588228576,50.0473996549305,50.090646422299,50.129279139518,50.1596038454698,50.1942806026892,50.217963938562,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Guam,GUM,53.3468730839976,51.136663597793,50.851874878326,50.8175540488839,50.7871993987976,50.7560745385101,50.7295355913603,50.7016879026396,50.6767697993795,50.6537994032929,50.6353623117811,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Guatemala,GTM,49.6899011422934,49.067570277057,49.101326021898,49.1184531954653,49.134920783575,49.1505663294951,49.1653098195805,49.1793167885427,49.1926589416656,49.2052659239745,49.2170369181314,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Guinea,GIN,49.4518460643311,49.7959483938116,50.0178420421792,50.0262641631932,50.0399087644323,50.057350712638,50.0767295660723,50.0957942357773,50.112516741052,50.1268885655566,50.1395316871669,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Guinea-Bissau,GNB,48.7919421981535,48.9277090408341,48.9789476320205,49.0195511318755,49.0534759760324,49.0829233154675,49.1084390085216,49.1329241955494,49.1566922409586,49.1801518090524,49.2026437777095,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Guyana,GUY,49.3379577186246,49.7165128760635,50.0215234296948,50.0245794371242,50.0608067067595,50.124553175442,50.2066412778649,50.2896291541676,50.3634286428094,50.4270000594852,50.4817099352835,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Haiti,HTI,49.2919798183789,49.3764559848669,49.4283442866551,49.4337078013458,49.4399837083302,49.4468626718632,49.453007914854,49.4568769994742,49.4574912256673,49.4543822641094,49.4481853753279,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Honduras,HND,49.6685387249689,49.7203831102386,49.8154641249938,49.8235828604104,49.8307330129236,49.8371023008837,49.8428177645899,49.8478751561434,49.8524856478027,49.8566257702709,49.8602331271935,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,"Hong Kong SAR, China",HKG,50.7620217861849,49.1379298701661,47.1045259833562,46.9193562621526,46.7530629525576,46.6049823546356,46.4707136406315,46.3440487023732,46.2211221668698,46.1008498754251,45.9853197939465,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Hungary,HUN,48.0258093237917,47.574873630951,47.4406550499627,47.4483800621484,47.4597343334347,47.4745797332518,47.4919983336212,47.5108255767102,47.5303267829295,47.5500442005242,47.5697516797205,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Iceland,ISL,50.2097677263531,50.0426117622727,50.3644623863428,50.3780334767218,50.3595921118539,50.3151821974282,50.2563992795746,50.2036802494094,50.1715434672675,50.1645251329435,50.1746143559864,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,India,IND,51.7566348394581,51.8031521416247,51.8650498730995,51.8669338437808,51.8651412280595,51.8601382120023,51.8528519683148,51.8445814408449,51.8362345857236,51.8280285532562,51.8196728681901,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Indonesia,IDN,50.2191451475237,50.0463894771964,50.3939601155295,50.419044089973,50.4276346788837,50.4220571580248,50.4068425524803,50.3883434647516,50.3710490223209,50.3559938662229,50.3419456399212,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,"Iran, Islamic Rep.",IRN,50.9577655477301,50.7030582429852,50.6844010554887,50.5803391887295,50.5006783670623,50.4397027754503,50.3945153552467,50.3592533684168,50.329520386542,50.3057496982651,50.2892840711152,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Iraq,IRQ,50.4566117383143,50.4540807519088,50.5417492176859,50.5449813868756,50.5529870326761,50.5644076600438,50.577685505081,50.5909231300303,50.6028743771744,50.6134426533471,50.6230552059331,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Ireland,IRL,49.7878692536074,49.7366442301547,49.8655011265156,49.8227765809194,49.7746203440715,49.7210307997986,49.6683767021952,49.625049105412,49.5972432973881,49.5881572788927,49.5955395312383,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Israel,ISR,49.9073655600751,49.2794678860944,49.3726382435852,49.3954987075065,49.4271797340099,49.4658599234404,49.5089698288273,49.5527381401659,49.5943979047074,49.6332439840612,49.6698522407472,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Italy,ITA,48.6363045814698,48.5182311688221,48.5899624409712,48.5803099960154,48.5830488757266,48.5959325069397,48.6170988494453,48.6432215317821,48.6716352113024,48.7021264684706,48.7351504779143,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Jamaica,JAM,49.3081147705307,49.6850228032425,49.615881418589,49.6563099993291,49.6887778362885,49.7153811063178,49.7358172727955,49.7502522633825,49.759168501963,49.7618655111918,49.7577581234844,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Japan,JPN,49.2810982877875,49.1081616406564,48.9289633542308,48.9135650322263,48.9002940818028,48.8888935089153,48.8786476586155,48.8685829726328,48.8579535313623,48.8465090061132,48.8344072643024,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Jordan,JOR,52.387501600861,51.83497115105,51.1090782078883,50.9987417831983,50.9034459806354,50.8218196176974,50.7554740565088,50.7049705629412,50.6695320945133,50.6482529926873,50.6393137255205,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Kazakhstan,KAZ,48.5448655033071,48.1055945851873,48.3093564986957,48.338798917835,48.3642800467269,48.385215947423,48.4017666971771,48.4144808824725,48.4239173301543,48.4300362357917,48.4327831030789,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Kenya,KEN,49.7777246970517,49.6626346982707,49.7044177877396,49.706916469507,49.7075647079854,49.7066428792637,49.7047784911226,49.702804486887,49.7012666136382,49.7003088880912,49.6997777900917,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Kiribati,KIR,49.4682761097147,49.2767530298184,49.2279086416561,49.226467665569,49.2308721241306,49.2482014051083,49.2651869051239,49.2802563916854,49.2945467485099,49.3015001573592,49.3079837455648,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,"Korea, Dem. People’s Rep.",PRK,48.5843458676532,48.7491385392819,48.8564171205625,48.8641204534686,48.8724514614454,48.8809161168398,48.8891542823464,48.8965561339566,48.9027059034739,48.9074947280339,48.9110416607986,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,"Korea, Rep.",KOR,50.1279799492721,50.1744227357137,50.1178167849256,50.1050908378722,50.0935788980746,50.083001292795,50.073254043852,50.0640103978989,50.0550068943424,50.046244555606,50.0377719918827,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Kuwait,KWT,56.8215125153897,58.4425374961112,58.0328867948022,57.8230927203719,57.6770474680599,57.5782546043337,57.5159057598665,57.4755211698655,57.446691742543,57.4288583004263,57.4214104834372,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Kyrgyz Republic,KGZ,49.0442135420252,49.4438819700702,49.4305423006327,49.4196972452125,49.434696545963,49.4695130910998,49.5139527887104,49.5537673307397,49.5794406624745,49.5889089796947,49.5857150088485,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Lao PDR,LAO,50.0145826953893,49.8554218585637,49.7123637505017,49.7478417136614,49.7743817187536,49.7948378289021,49.8111341834194,49.8268350346725,49.8439669782625,49.8624961048208,49.8811562568121,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Latvia,LVA,46.5925446914301,45.9522034906375,45.7912628984795,45.7921571274107,45.8029031385514,45.8228499888452,45.8484173760332,45.8739641014144,45.8966801778722,45.9136291528252,45.9265968839887,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Lebanon,LBN,49.3160780210824,49.6125485376802,51.0782401529562,50.9941800383755,50.8463793662583,50.6605426884484,50.4771706374026,50.3301193212472,50.2314454032889,50.1787096975046,50.1616643287568,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Lesotho,LSO,48.3013339069227,48.1246280828985,48.4253023331367,48.4379984857061,48.4502435127458,48.46013686609,48.4701246173304,48.4832131442744,48.5008412836439,48.5238619218858,48.5515147091813,..
"Population, male (% of total)",SP.POP.TOTL.MA.ZS,Liberia,LBR,49.7803540750482,49.970879057258,50.2596735105734,50.286692251736,50.312996523735,50.3387135461743,50.3637292177646,50.3877474979183,50.410656899916,50.4320923970291,50.4523756590365,..
